ID	eggNOG OGs	KEGG_ko	KEGG_Pathway	KEGG_Module	PFAMs	kofam_KO	merged_KO	dbCAN.mod	dbCAN.enzclass
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00282	COG0642	-	-	-	HAMP,HATPase_c,HATPase_c_3,HisKA	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00283	COG1136	K02003	-	M00258	AAA_21,ABC_tran,SMC_N	-	K02003	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00284	COG0577	K02004	-	M00258	FtsX,MacB_PCD	-	K02004	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00285	COG2996	K00243	-	-	S1,S1_2	-	K00243	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00286	COG0531	-	-	-	AA_permease,AA_permease_2,Trp_Tyr_perm	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00287	COG1473	K01436	-	-	M20_dimer,Peptidase_M20	-	K01436	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00288	COG3829	K02688,K06714	-	-	AAA,AAA_2,AAA_5,CBS,HTH_8,Mg_chelatase,PAS,PAS_4,PAS_8,PAS_9,PrpR_N,Sigma54_activ_2,Sigma54_activat	-	K02688,K06714	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00289	COG0664	-	-	-	HTH_Crp_2,cNMP_binding	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00290	COG0534	-	-	-	MVIN,MatE,Polysacc_synt_C	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00291	COG0488	K06158	-	-	AAA_15,AAA_21,AAA_23,ABC_tran,ABC_tran_CTD,ABC_tran_Xtn,Dynamin_N	-	K06158	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00292	COG2344	K01926	-	-	CoA_binding,CoA_binding_3,F420_oxidored,GFO_IDH_MocA,Put_DNA-bind_N	-	K01926	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00293	COG2191	K11261	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00567	FmdE,UPF0066,zf-dskA_traR	-	K11261	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00295	COG2843	K07282	-	-	Cu_amine_oxidN1,PGA_cap,Peptidase_M15,VanY	-	K07282	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00296	COG0369	K00198	ko00633,ko00680,ko00720,ko01120,ko01200,map00633,map00680,map00720,map01120,map01200	M00377	Prismane	-	K00198	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00297	COG0437	K00196	ko00633,ko00680,ko00720,ko01120,ko01200,map00633,map00680,map00720,map01120,map01200	-	Fer4,Fer4_10,Fer4_11,Fer4_2,Fer4_4,Fer4_6,Fer4_7,Fer4_9	-	K00196	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00298	COG1251	-	-	-	3HCDH_N,NAD_binding_8,Pyr_redox,Pyr_redox_2,Pyr_redox_3	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00299	COG2230	K00574	-	-	CMAS,DOT1,MTS,MetW,Met_10,Methyltransf_11,Methyltransf_12,Methyltransf_18,Methyltransf_23,Methyltransf_25,Methyltransf_31,Methyltransf_4,Methyltransf_9,PCMT,PrmA,Ubie_methyltran	-	K00574	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00300	COG1302	-	-	-	Asp23,IPT	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00301	COG0334	K00260,K00261	ko00220,ko00250,ko00430,ko00471,ko00910,ko01100,ko01200,ko04217,ko04964,map00220,map00250,map00430,map00471,map00910,map01100,map01200,map04217,map04964	M00740	2-Hacid_dh_C,AdoHcyase_NAD,ELFV_dehydrog,ELFV_dehydrog_N,IlvN,TrkA_N,UDPG_MGDP_dh_N	-	K00260,K00261	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00302	COG4219	-	-	-	Peptidase_M56	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00303	COG4219	-	-	-	Peptidase_M56	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00304	COG0791	K20742	-	-	3D,Amidase_5,CW_binding_2,NLPC_P60,SH3_3,SH3_4	-	K20742	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00305	COG0540	K00609	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	OTCace,OTCace_N,PyrI_C	-	K00609	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00306	COG0543	K02823	ko00240,ko01100,map00240,map01100	-	DHODB_Fe-S_bind,FAD_binding_6,NAD_binding_1,NAD_binding_6	-	K02823	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00307	COG0167	K17828	ko00240,ko01100,map00240,map01100	M00051	DHO_dh,DUF561,Dus,Glu_synthase,His_biosynth,NMO	-	K17828	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00308	COG0461	K00762	ko00240,ko01100,map00240,map01100	M00051	Pribosyltran	-	K00762	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00309	COG1893	K00077	ko00770,ko01100,ko01110,map00770,map01100,map01110	M00119	ApbA,ApbA_C,F420_oxidored,FCD,GntR,NAD_Gly3P_dh_N	-	K00077	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00310	COG0583	K21900	-	-	HTH_1,LysR_substrate,PBP_like	-	K21900	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00311	COG2855	-	-	-	Cons_hypoth698,KdgT	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00312	COG0122	K03660	ko03410,map03410	-	HHH,HhH-GPD,Hydrolase_3,OGG_N,S6PP	-	K03660	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00313	COG1502	K06131	ko00564,ko01100,map00564,map01100	-	PLDc,PLDc_2,PLDc_N	-	K06131	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00315	COG0459	K04077	ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152	-	Cpn60_TCP1	-	K04077	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00316	COG1691	K06898	-	-	AIRC	-	K06898	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00317	COG1641	K09121	-	-	DUF111	-	K09121	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00318	COG1641	K09121	-	-	DUF111	-	K09121	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00320	COG0518,COG0519	K01951	ko00230,ko00983,ko01100,map00230,map00983,map01100	M00050	ATP_bind_3,Arginosuc_synth,Asn_synthase,GATase,GMP_synt_C,NAD_synthase,Peptidase_C26,QueC,ThiI,tRNA_Me_trans	-	K01951	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00321	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00324	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00329	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00333	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00334	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00335	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00336	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00338	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00339	2EGZP	-	-	-	YopX	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00342	COG3842	K02010	ko02010,map02010	M00190	AAA,AAA_21,ABC_tran,DUF3797,TOBE,TOBE_2	-	K02010	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00349	COG3081	-	-	-	NA37	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00350	COG0175	-	-	-	PAPS_reduct	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00352	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00355	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00356	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00357	COG1191	-	-	-	DUF722,Sigma70_r4,Sigma70_r4_2	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00358	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00360	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00361	COG1783	-	-	-	Terminase_3,Terminase_6,Terminase_6C	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00362	2CEGT	-	-	-	Phage_prot_Gp6	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00363	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00366	2EC8I	-	-	-	DUF551	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00370	2EHA7	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00371	2DB75	-	-	-	Phage_cap_E	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00372	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00373	2E844	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00374	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00375	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00377	28IGV	-	-	-	Phage_sheath_1,Phage_sheath_1C,Phage_sheath_1N	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00378	2CBAP	-	-	-	DUF2001	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00379	2CIH9	-	-	-	Phage_TAC_5	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00382	COG3561,COG3617	-	-	-	ANT,Bro-N	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00384	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00385	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00386	COG1652	-	-	-	LysM,Phage_GPD	-	-	CBM50	GH73
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00387	-	-	-	-	-	-	-	-	GH73
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00389	COG3628	-	-	-	DUF2634	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00390	COG3299	-	-	-	Baseplate_J	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00391	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00392	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00393	2D8FQ	-	-	-	Flg_new,Gly_rich,Mfa_like_1	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00397	COG4824	-	-	-	Phage_holin_4_1	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00398	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00399	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00400	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00401	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00402	-	-	-	-	-	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00406	COG3682	-	-	-	Penicillinase_R	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00407	COG3682	-	-	-	PadR,Penicillinase_R	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00408	COG0737	-	-	-	Metallophos,PGA_cap	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00409	COG0583	-	-	-	HTH_1,LysR_substrate	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00410	COG2059	-	-	-	Chromate_transp	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00411	COG2059	K07240	-	-	Chromate_transp	-	K07240	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00412	COG0178,COG1305	K03701	ko03420,map03420	-	ABC_tran,Transglut_core,UPF0066	-	K03701	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00413	COG2199,COG2200	-	-	-	Cache_1,EAL,GGDEF,SBP_bac_3,dCache_1	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00414	COG1762,COG3711	-	-	-	HTH_11,Mga,PRD,PTS_EIIA_2	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00415	COG1762	K02768	ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060	M00273	PTS_EIIA_2	-	K02768	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00416	COG1299	K11203	-	M00306	PTS_EIIC	-	K11203	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00417	COG1445	K11202	-	M00306	PTS_IIB	-	K11202	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00418	COG4573	-	-	-	Tagatose_6_P_K	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00419	COG1011	K07025	-	-	HAD,HAD_2,Hydrolase,Hydrolase_like	-	K07025	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00422	COG0778	-	-	-	Nitroreductase,TM1586_NiRdase	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00423	COG0041	K01588	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	AIRC	-	K01588	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00424	COG0152	K01923	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	SAICAR_synt	-	K01923	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00425	COG0034	K00764	ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130	M00048	GATase_4,GATase_6,GATase_7,Pribosyltran	-	K00764	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00426	COG0150	K01933	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	AIRS,AIRS_C	-	K01933	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00427	COG0299	K11175	ko00230,ko00670,ko01100,ko01110,ko01130,map00230,map00670,map01100,map01110,map01130	M00048	Formyl_trans_N,IMP_cyclohyd,S4	-	K11175	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00428	COG0138	K00602	ko00230,ko00670,ko01100,ko01110,ko01130,ko01523,map00230,map00670,map01100,map01110,map01130,map01523	M00048	AICARFT_IMPCHas,MGS	-	K00602	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00429	COG0151	K01945	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	ATP-grasp,ATP-grasp_2,ATP-grasp_3,ATP-grasp_4,CPSase_L_D2,Dala_Dala_lig_C,Formyl_trans_N,GARS_A,GARS_C,GARS_N,RimK	-	K01945	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00430	COG0046,COG0047	K01952	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	AIRS,AIRS_C,ATP-grasp,ATP-grasp_3,ATP-grasp_4,CPSase_L_D2,Dala_Dala_lig_C,GARS_A,GARS_C,GARS_N,GATase_5,PurS	-	K01952	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00431	COG1091	K00067	ko00521,ko00523,ko01130,map00521,map00523,map01130	M00793	3Beta_HSD,Epimerase,GDP_Man_Dehyd,NAD_binding_10,NAD_binding_4,Polysacc_synt_2,RmlD_sub_bind	-	K00067	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00432	COG1209	K00973	ko00521,ko00523,ko00525,ko01130,map00521,map00523,map00525,map01130	M00793	IspD,NTP_transf_3,NTP_transferase	-	K00973	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00433	COG1898	K01790	ko00521,ko00523,ko01130,map00521,map00523,map01130	M00793	dTDP_sugar_isom	-	K01790	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00434	COG1088	K01710	ko00521,ko00523,ko00525,ko01055,ko01130,map00521,map00523,map00525,map01055,map01130	M00793	3Beta_HSD,Epimerase,GDP_Man_Dehyd,NAD_binding_10,NAD_binding_4,Polysacc_synt_2,RmlD_sub_bind,Sacchrp_dh_NADP	-	K01710	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00435	COG0741	K08309	-	-	Glucosaminidase,Peptidase_C39_2,Peptidase_C70,SLT,SLT_2,ThylakoidFormat	-	K08309	-	GH23
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00436	COG1728	K09770	-	-	DUF327	-	K09770	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00437	COG1886	K02417	ko02030,ko02040,map02030,map02040	-	FliMN_C	-	K02417	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00439	2ERN0	-	-	-	FlgN	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00440	COG1256,COG4786	K02396	ko02040,map02040	-	Flagellin_IN,Flg_bb_rod,Flg_bbr_C,VWA_2	-	K02396	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00441	COG1344	K02397	ko02040,map02040	-	Flagellin_C,Flagellin_N	-	K02397	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00442	COG1699	K13626	-	-	CsrA,FliW	-	K13626	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00444	COG1516	K02422	ko02040,map02040	-	FliS	-	K02422	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00445	COG1516	K02422	ko02040,map02040	-	FliS	-	K02422	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00446	COG1345	K02407	ko02040,map02040	-	Flagellin_IN,FliD_C,FliD_N	-	K02407	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00447	28VT4	-	-	-	FliT	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00448	COG1344	K02406	ko02020,ko02040,ko04621,ko04626,ko05132,ko05134,map02020,map02040,map04621,map04626,map05132,map05134	-	Flagellin_C,Flagellin_IN,Flagellin_N	-	K02406	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00449	COG0463,COG4783	-	-	-	Coatomer_E,Glyco_tranf_2_2,Glyco_tranf_2_4,Glycos_transf_2,TPR_1,TPR_2,TPR_8	-	-	-	GT2
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00450	COG1216	-	-	-	Glyco_tranf_2_2,Glyco_tranf_2_3,Glyco_tranf_2_5,Glycos_transf_2,MetW,Methyltransf_11,Methyltransf_12,Methyltransf_18,Methyltransf_23,Methyltransf_25,Methyltransf_31	-	-	-	GT2
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00451	COG0438,COG1216	-	-	-	Glyco_tranf_2_3,Glyco_tranf_2_5,Glycos_transf_2	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00452	COG3146	-	-	-	Acetyltransf_6,FemAB	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00453	COG0027	-	-	-	ATP-grasp,ATP-grasp_3,ATP-grasp_4,CPSase_L_D2,Dala_Dala_lig_C,GARS_A	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00454	COG2423	K01750,K16182,K21721	ko00300,ko00330,ko01110,ko01120,ko01130,ko01230,map00300,map00330,map01110,map01120,map01130,map01230	-	AdoHcyase_NAD,AlaDh_PNT_C,F420_oxidored,OCD_Mu_crystall,Shikimate_DH	-	K01750,K16182,K21721	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00455	COG1898	-	-	-	Acetyltransf_1,Acetyltransf_3,Acetyltransf_4,FdtA	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00456	COG0399	-	-	-	Aminotran_1_2,Aminotran_5,Beta_elim_lyase,Cys_Met_Meta_PP,DegT_DnrJ_EryC1	-	-	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00458	COG1815	K02387	ko02040,map02040	-	Flg_bb_rod,Flg_bbr_C	-	K02387	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00459	COG1558	K02388	ko02040,map02040	-	Flg_bb_rod,Flg_bbr_C	-	K02388	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00460	COG1677	K02408	ko02040,map02040	-	FliE	-	K02408	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00461	COG1766	K02409	ko02040,map02040	-	Flavokinase,TMEM51,YscJ_FliF,YscJ_FliF_C	-	K02409	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00462	COG1536	K02410	ko02030,ko02040,map02030,map02040	-	FliG_C,FliG_M,FliG_N	-	K02410	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00463	COG1317	K02411	ko02040,map02040	-	DivIVA,FliH	-	K02411	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00464	COG1157	K02412,K03224	ko02040,ko03070,map02040,map03070	M00332,M00542,M00660	ATP-synt_ab,ATP-synt_ab_C,ATP-synt_ab_N	-	K02412,K03224	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00465	COG2882	K02413	ko02040,map02040	-	FliJ	-	K02413	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00466	COG3144	K02414	ko02040,map02040	-	Flg_hook	-	K02414	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00467	COG1843	K02389	ko02040,map02040	-	FLgD_tudor,FlgD	-	K02389	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00468	COG4786	K02390	ko02040,map02040	-	Flg_bb_rod,Flg_bbr_C	-	K02390	-	-
Clostridioides_difficile_ATCC_9689_DSM_1296_genomic|CP011968.1|CDIF1296T_00470	COG1291	K02556	ko02020,ko02030,ko02040,map02020,map02030,map02040	-	MotA_ExbB	-	K02556	-	-
